Date,Product,Lot,MDL,MDA,MDB,TDL,TDA,TDB,STR
11/18/2020,YL056,5573,0,0,-0.1,0.3,-0.2,-0.2,98
11/20/2020,YL056,5574,0.1,0,0,-0.1,0.3,0.3,103
11/26/2020,YL056,5953,0,0.1,0.3,-0.1,0.1,0,101
11/26/2020,YL056,5959,0.1,0,0.2,0.1,0,-0.2,99
11/26/2020,YL056,5954,0.1,0,0.1,0,0.1,0,100
11/26/2020,YL056,5960,0.1,-0.1,0,-0.3,0.2,-0.3,101
12/4/2020,YL056,6393,0.1,0.1,0,0,0.1,0.1,101
12/4/2020,YL056,6395,0.6,-0.4,-0.3,0,0,0.2,101
12/4/2020,YL056,6394,0.1,0,-0.1,-0.4,-0.1,-0.3,102
1/22/2021,YL056,6406,0,-1.8,-1.3,0.2,-1,-1,95
12/10/2020,YL056,7044,0.6,-0.1,0.2,0.1,0,0.2,100
12/10/2020,YL056,7048,0.5,-0.1,-0.1,0,0,0.1,100
12/15/2020,YL056,7045,-0.1,0.3,-0.1,-0.1,0.2,0,101
12/14/2020,YL056,7049,0.6,-0.3,-0.2,-0.1,0.1,0.1,101
12/28/2020,YL056,7467,0.3,-0.1,-1,-0.1,0.1,0.2,101
12/28/2020,YL056,7468,-0.1,0.2,-0.1,0,0.1,0.1,101
12/28/2020,YL056,7469,0.3,-0.1,-0.2,0,0.1,0.3,101
12/28/2020,YL056,7470,0.4,-0.1,0,-0.1,0.1,0.4,102
12/29/2020,YL056,7471,0.5,-0.3,0,-0.1,0,0.3,102
12/30/2020,YL056,7472,0.2,0,0,-0.2,0.2,0.6,104
1/24/2021,YL056,9910,0.5,-1,-0.6,0.1,-0.4,-0.1,99
1/24/2021,YL056,9911,0.9,-3.6,-2.5,0.4,-2,-1.5,92
1/31/2021,YL056,10408,0.7,-0.6,-0.1,0.3,-0.3,0.2,99
1/31/2021,YL056,10409,0.6,-0.4,-0.2,-0.1,-0.1,0.3,102
1/4/2020,YL056,8259,0.4,-0.2,-0.2,-0.1,0.2,0.4,103
1/8/2020,YL056,8260,0.2,0.1,0,-0.1,0.1,0.5,103
1/31/2021,YL056,10410,0.2,-0.1,-0.3,-0.1,0,0.2,102
2/4/2021,YL056,10411,0.5,-0.3,-0.3,0,0,0.4,102
2/6/2021,YL056,10840,0.2,-0.1,-0.4,0,0.2,0.3,101
2/6/2021,YL056,10841,-0.1,0.1,-0.2,-0.2,0.3,-0.1,101
2/8/2021,YL056,10842,0.3,-0.3,-0.2,0.4,0.1,0.5,99
2/15/2021,YL056,11247,0.3,-0.1,0.1,0,0,0.5,102
1/14/2021,YL056,8610,0.3,-0.1,0,0.2,0,0.1,99
1/14/2021,YL056,8611,-0.1,0.1,0.1,0,0.1,0.1,100
1/14/2021,YL056,8612,0.3,-0.2,0,0,0,0.1,101
1/14/2021,YL056,8613,-0.2,0.2,0.1,-0.2,0.2,-0.2,101
2/15/2021,YL056,11248,0.5,-0.3,-0.4,0,-0.1,0.4,102
2/16/2021,YL056,11249,0.5,-0.5,-0.4,-0.1,-0.3,0.1,101
2/21/2021,YL056,11648,0.5,-0.4,-0.1,0.1,-0.2,0.3,101
2/23/2021,YL056,11649,0.5,-0.3,-0.6,0,-0.1,0.6,104
2/23/2021,YL056,11650,0.6,-0.3,-0.4,0,-0.2,0.6,103
3/11/2021,YL056,12269,0.3,-0.2,-0.2,0,0,0.2,101
1/25/2021,YL056,9519,-0.8,-0.4,-0.9,-0.1,-0.4,-1.4,96
3/16/2021,YL056,12270,0.3,0,-0.3,0,0.1,0.1,101
3/16/2021,YL056,12453,0.6,-0.4,-0.3,-0.1,0,0.4,102
3/16/2021,YL056,12454,0.6,-0.4,-0.4,0,0,0.3,101
3/18/2021,YL056,12271,0.3,-0.1,0.1,0,0.1,0.3,101
3/28/2021,YL056,13463,0.1,0,0.1,0,0,0.2,101
3/28/2021,YL056,13464,0.2,0,0.1,0.3,-0.2,0.2,102
4/17/2021,YL056,14285,0.4,-0.1,0.1,0.1,0,0.2,100
3/16/2021,YL056,12725,0.2,-0.1,-0.1,0,0,0.2,101
3/16/2021,YL056,12726,0.5,-0.3,-0.3,0.2,-0.1,0.4,100
4/17/2021,YL056,14286,0.3,-0.1,0.1,0,0.1,0.4,101
2/15/2021,YL056,10722,-0.2,0.4,0.3,-0.1,0.2,-0.1,101
2/18/2021,YL056,10723,-0.4,0.7,0.3,-0.2,0.4,-0.2,101
3/16/2021,YL056,12727,0.4,-0.3,-0.2,0,0,0.3,101
4/17/2021,YL056,14287,0.7,-0.6,-0.4,0.2,-0.1,0.2,100
3/28/2021,YL056,13460,0.1,0.1,0.4,0,0,0.2,202
3/28/2021,YL056,13461,0.2,0,-0.1,0,0.1,0.5,102
3/28/2021,YL056,13462,0.3,-0.1,0,0,0,0.5,102
4/18/2021,YL056,14288,0.4,-0.3,0.1,0.1,-0.1,0.2,100
2/19/2021,YL056,10987,0.2,0.1,-0.1,-0.1,0.3,0.3,102
2/18/2021,YL056,10988,0.1,0,-0.1,0,0.1,0.1,101
2/21/2021,YL056,10989,0.3,-0.1,-0.1,-0.1,0.1,0.2,102
2/21/2021,YL056,10985,0.3,-0.1,-0.1,0,0,0.3,101
3/1/2021,YL056,11629,0.3,-0.1,0,0,-0.2,-0.4,99
3/1/2021,YL056,11630,0.4,-0.1,0,-0.1,0.2,0,101
3/1/2021,YL056,11631,-0.2,0.4,-0.2,-0.1,0.2,-0.2,100
3/1/2021,YL056,11632,-0.4,0.6,0,-0.1,0.3,-0.6,98
3/9/2021,YL056,11943,0,0.1,0,0.1,0,-0.3,99
3/10/2021,YL056,11944,0.3,0,-0.1,0.1,0,0,100
3/10/2021,YL056,11945,-0.8,0.8,-0.3,-0.2,0.3,-0.9,97
3/17/2021,YL056,11946,-1.1,1.1,-0.1,-0.3,0.5,-0.8,99
3/13/2021,YL056,12429,0.1,0.1,0,-0.1,0.1,0.1,101
